Timestamp,CPU_Usage (%),Memory_Usage (%),Disk_Usage (%)
2025-01-03 13:43:17,15.7,41.4,7.1
2025-01-03 13:43:17,15.5,41.4,7.1
2025-01-03 13:43:18,15.3,41.4,7.1
2025-01-03 13:43:18,15.6,41.4,7.1
2025-01-03 13:43:18,19.8,41.4,7.1
2025-01-03 13:43:18,20.2,41.4,7.1
2025-01-03 13:43:18,18.4,41.4,7.1
2025-01-03 13:43:18,16.7,41.4,7.1
2025-01-03 13:43:18,23.4,41.4,7.1
2025-01-03 13:43:18,20.7,41.4,7.1
2025-01-03 13:43:18,18.4,41.4,7.1
2025-01-03 13:43:19,18.0,41.4,7.1
2025-01-03 13:43:19,16.1,41.4,7.1
2025-01-03 13:43:19,18.9,41.4,7.1
2025-01-03 13:43:19,14.8,41.4,7.1
2025-01-03 13:43:19,18.7,41.4,7.1
2025-01-03 13:43:19,19.8,41.4,7.1
2025-01-03 13:43:19,16.7,41.4,7.1
2025-01-03 13:43:19,20.0,41.4,7.1
2025-01-03 13:43:19,17.6,41.4,7.1
2025-01-03 13:43:20,18.2,41.4,7.1
2025-01-03 13:43:20,15.3,41.4,7.1
2025-01-03 13:43:20,16.5,41.4,7.1
2025-01-03 13:43:20,22.6,41.4,7.1
2025-01-03 13:43:20,16.9,41.4,7.1
2025-01-03 13:43:20,20.2,41.4,7.1
2025-01-03 13:43:20,24.2,41.4,7.1
2025-01-03 13:43:20,17.3,41.4,7.1
2025-01-03 13:43:20,20.8,41.4,7.1
2025-01-03 13:43:21,16.0,41.4,7.1
2025-01-03 13:43:21,13.0,41.4,7.1
2025-01-03 13:43:21,14.1,41.4,7.1
2025-01-03 13:43:21,23.7,41.4,7.1
2025-01-03 13:43:21,11.5,41.4,7.1
2025-01-03 13:43:21,15.1,41.4,7.1
2025-01-03 13:43:21,16.7,41.4,7.1
2025-01-03 13:43:21,15.0,41.4,7.1
2025-01-03 13:43:21,20.4,41.4,7.1
2025-01-03 13:43:22,16.7,41.4,7.1
2025-01-03 13:43:22,22.8,41.4,7.1
2025-01-03 13:43:22,20.9,41.4,7.1
2025-01-03 13:43:22,16.9,41.4,7.1
2025-01-03 13:43:22,15.9,41.4,7.1
2025-01-03 13:43:22,17.1,41.4,7.1
2025-01-03 13:43:22,16.3,41.4,7.1
2025-01-03 13:43:22,16.3,41.4,7.1
2025-01-03 13:43:22,18.9,41.4,7.1
2025-01-03 13:43:23,18.7,41.4,7.1
2025-01-03 13:43:23,14.1,41.4,7.1
2025-01-03 13:43:23,21.4,41.4,7.1
2025-01-03 13:43:23,18.9,41.4,7.1
2025-01-03 13:43:23,17.0,41.4,7.1
2025-01-03 13:43:23,17.4,41.4,7.1
2025-01-03 13:43:23,21.5,41.4,7.1
2025-01-03 13:43:23,21.6,41.4,7.1
2025-01-03 13:43:24,15.8,41.4,7.1
